Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,latitude,longitude
8/3/2017,3,8.9,17.4,3,2.8,5.5,37,15,13,85,70,1020.3,1013.6,5,7,10.3,16.4,Yes,Yes,-33.8607,151.205
8/4/2017,3,10.3,17.3,13.8,1.8,10.2,50,30,33,60,41,1010,1008.4,3,3,12.8,16.6,Yes,No,-33.8607,151.205
8/5/2017,3,9.6,19.9,0,5.6,10.1,48,19,20,46,22,1012.5,1010.7,1,2,14,19.3,No,No,-33.8607,151.205
8/6/2017,3,12.1,21.3,0,6.8,9.9,54,24,31,46,26,1014.1,1009,1,1,15,20.9,No,No,-33.8607,151.205
8/7/2017,3,13.5,18.4,0,6.8,9.8,63,11,31,44,25,1010.2,1008.5,1,1,14.7,16.9,No,No,-33.8607,151.205
8/8/2017,3,9.7,19.3,0,7.2,10.3,54,30,19,45,24,1017.6,1016.8,1,0,12.1,18.5,No,No,-33.8607,151.205
8/9/2017,3,9.2,20.9,0,5,10.4,33,26,11,53,32,1023,1020.2,1,1,12,20,No,No,-33.8607,151.205
8/10/2017,3,9.2,24.2,0,4,9.4,31,15,13,64,24,1018.7,1012.4,7,7,11.8,23.5,No,No,-33.8607,151.205
8/11/2017,3,11.8,25.9,0,7.6,7.9,37,7,20,24,23,1011.6,1011.4,7,7,20.7,25.2,No,No,-33.8607,151.205
8/12/2017,3,9.6,21.4,0,6.2,6.9,44,11,6,43,27,1020,1017.3,2,3,13.5,20.7,No,No,-33.8607,151.205
8/13/2017,3,10.2,20.6,0,3.2,10.1,33,15,17,54,43,1023.4,1020.4,1,1,13.2,18.5,No,No,-33.8607,151.205
8/14/2017,3,8.5,23.1,0,3.8,10,24,19,6,71,24,1020.2,1014.7,1,1,10.9,23,No,No,-33.8607,151.205
8/15/2017,3,10.7,22.4,0,4.8,3,35,22,7,57,44,1014.9,1007.4,7,6,12.8,20.1,No,No,-33.8607,151.205
8/16/2017,3,12.8,21.8,0,6,9.6,74,37,35,42,28,1002.1,1003.3,3,1,20.5,20.5,No,No,-33.8607,151.205
8/17/2017,3,11.3,22.4,0,7.2,10.5,54,2,31,42,20,1009,1005,0,1,15.7,22,No,No,-33.8607,151.205
8/18/2017,3,11.4,16.9,0,8.4,10.6,93,46,61,41,28,1008.5,1006.6,1,2,13.6,16,No,No,-33.8607,151.205
8/19/2017,3,8.7,16.5,0,6.4,10.4,63,30,28,41,33,1016.7,1017.7,1,3,11.1,16.2,No,No,-33.8607,151.205
8/20/2017,3,6.4,16.2,0.2,5.4,9.1,41,24,22,44,53,1024.5,1021.6,1,5,9.8,15,No,No,-33.8607,151.205
8/21/2017,3,8.3,17.7,0,3.4,2,30,11,7,66,48,1020,1015.5,6,7,11.7,15.9,No,No,-33.8607,151.205
8/22/2017,3,8.7,20.2,0,1.4,10.6,22,15,17,61,37,1020,1018.2,1,1,11.8,18.2,No,No,-33.8607,151.205
8/23/2017,3,8.3,19.9,0,3.8,10.6,31,17,19,64,60,1020.5,1015.8,1,1,12.1,18.6,No,No,-33.8607,151.205
8/24/2017,3,11.2,18,0,4,7.8,54,24,31,46,49,1017.6,1017.2,1,5,13.6,17.1,No,No,-33.8607,151.205
8/25/2017,3,9.6,17.9,0,5.2,9.4,48,22,28,55,51,1024.2,1023.4,2,3,12.7,16.5,No,No,-33.8607,151.205
8/26/2017,3,7.7,20.4,0,3.8,10.3,30,17,17,66,44,1025,1020.5,1,1,11.1,17.3,No,No,-33.8607,151.205
8/27/2017,3,8.6,19.5,0,4,8.4,57,22,19,44,27,1016.2,1012.7,4,5,12.8,19.3,No,Yes,-33.8607,151.205
8/28/2017,3,7.6,16.3,1.2,5.4,7.6,59,19,28,54,43,1018.7,1019.3,5,3,10.9,15.3,Yes,No,-33.8607,151.205
8/29/2017,3,7.5,16.7,0,4,7,30,20,9,62,46,1023.5,1020.5,7,5,10.6,16,No,No,-33.8607,151.205
8/30/2017,3,8.4,19,0,3.8,10.6,48,24,22,44,35,1022.4,1021,1,1,11.9,17.7,No,No,-33.8607,151.205
8/31/2017,3,7.8,17.7,0,5.6,7.7,56,15,26,43,52,1028.3,1026,3,7,11.7,14.6,No,No,-33.8607,151.205
9/1/2017,3,8.2,19.2,0,3.4,9.8,33,20,19,52,44,1026.3,1022.1,2,1,12.2,17.7,No,No,-33.8607,151.205
9/2/2017,3,7.8,19.4,0,4.8,10.8,24,15,19,69,49,1021.4,1017.9,1,2,11.8,17.5,No,No,-33.8607,151.205
9/3/2017,3,10,27.2,0,5,7.3,48,6,19,55,16,1013.8,1005.1,6,6,15.3,26.6,No,No,-33.8607,151.205
9/4/2017,3,12,22.2,0,7.6,10.7,56,7,37,35,22,1009.7,1005.9,0,1,16,21.7,No,No,-33.8607,151.205
9/5/2017,3,11.4,18.7,0,10.4,10.8,61,19,33,31,22,1011.6,1009.3,2,2,14.7,18.2,No,No,-33.8607,151.205
9/6/2017,3,11.5,19.9,0,8,10.6,59,31,31,31,21,1013.9,1012.9,1,1,14.6,19,No,No,-33.8607,151.205
9/7/2017,3,10,21.9,0,7,10.6,50,20,24,38,21,1019.1,1015.7,1,1,15.7,21.5,No,No,-33.8607,151.205
9/8/2017,3,11.1,20.4,0,5.6,10.8,65,31,30,39,22,1017.6,1015.1,1,2,16,19.9,No,No,-33.8607,151.205
9/9/2017,3,9.6,19.4,0,8,10.8,44,24,20,37,31,1022.6,1020.5,1,1,13.1,17.7,No,No,-33.8607,151.205
9/10/2017,3,8,19.1,0,5,10.8,24,13,17,52,51,1023.3,1020.3,1,1,13.5,17.3,No,No,-33.8607,151.205
9/11/2017,3,8.7,22.7,0,3.8,10.1,24,13,13,60,29,1020.4,1015.3,1,3,14.4,22.5,No,No,-33.8607,151.205
9/12/2017,3,11.3,27.2,0,5.8,2.3,26,11,6,43,34,1015.7,1010.8,7,6,18.2,23.4,No,No,-33.8607,151.205
9/13/2017,3,18.2,33.8,0,6.2,9.6,70,20,31,19,10,1005.4,999.9,1,3,24.9,32.5,No,No,-33.8607,151.205
9/14/2017,3,12,17.3,0.2,13,10.5,72,28,43,37,26,1010.7,1011.7,2,2,13.8,16.4,No,No,-33.8607,151.205
9/15/2017,3,10.5,22.8,0,7.8,10.6,52,24,19,37,24,1019,1016.6,1,1,16.6,22.2,No,No,-33.8607,151.205
9/16/2017,3,12.5,24.2,0,7,6.4,56,15,26,43,22,1018.1,1015.8,7,6,17.3,21.3,No,No,-33.8607,151.205
9/17/2017,3,8.1,18.6,0,4.6,10.8,28,17,15,48,37,1027.8,1024.9,1,0,13.6,16.4,No,No,-33.8607,151.205
9/18/2017,3,8.2,21,0,5.6,10.7,39,7,20,55,55,1024,1017.1,1,0,14,20.2,No,No,-33.8607,151.205
9/19/2017,3,14,25.2,0,6.4,10.8,54,19,28,30,16,1014.5,1013.4,2,1,20.4,23.1,No,No,-33.8607,151.205
9/20/2017,3,10.7,19,0,9.2,7.7,33,17,19,44,56,1021.2,1017.1,3,1,14.6,17.7,No,No,-33.8607,151.205
9/21/2017,3,10.4,21.3,0,3.8,10.1,30,13,17,65,49,1016.8,1012.4,0,0,15.6,21.2,No,No,-33.8607,151.205
9/22/2017,3,12.8,27.7,0,7.2,10.5,35,13,11,35,26,1014.7,1010.1,1,5,20.1,25.8,No,No,-33.8607,151.205
9/23/2017,3,15.5,32.2,0,8.6,5.7,50,4,24,25,25,1009.3,1001.5,7,6,23,29.1,No,No,-33.8607,151.205
9/24/2017,3,23,29.2,0,12,6.5,54,20,20,20,15,1002.7,1001.9,6,5,27.1,27.8,No,No,-33.8607,151.205
9/25/2017,3,16,26.7,0,10.8,10.8,57,11,33,21,19,1008,1005.5,0,5,22.3,23.3,No,No,-33.8607,151.205
9/26/2017,3,12.3,22.2,0,9.6,11,41,20,24,29,47,1016.7,1015.4,1,2,19.5,19,No,No,-33.8607,151.205
9/27/2017,3,15.4,22.7,0,6.6,8.2,50,11,26,58,62,1017.7,1010,7,4,18.1,21.1,No,No,-33.8607,151.205
9/28/2017,3,18,25.7,0,6.2,3.8,59,13,30,47,26,1008.9,1006.5,5,5,22.7,24.1,No,No,-33.8607,151.205
9/29/2017,3,13,26.9,0,6.8,11.1,39,17,2,36,20,1015.9,1011,1,1,20.4,26.8,No,No,-33.8607,151.205
9/30/2017,3,16.3,24.1,0,9.2,0.7,59,35,24,30,15,1013.2,1012.7,6,7,18.8,23.5,No,No,-33.8607,151.205
10/1/2017,3,11.2,23.1,0,6,10.6,31,11,22,65,36,1022,1019,1,1,15.4,19.3,No,No,-33.8607,151.205
10/2/2017,3,12,22.9,0,6.2,10.1,44,11,24,55,60,1024.2,1021.3,2,3,16.7,21.3,No,No,-33.8607,151.205
10/3/2017,3,16.7,22.1,0,7,5.4,39,9,22,69,65,1023.2,1020.1,6,7,18.9,20.1,No,No,-33.8607,151.205
10/4/2017,3,15.6,23.8,0,3.6,8.7,30,17,20,72,58,1021.8,1019.9,2,7,20.4,22.1,No,No,-33.8607,151.205
10/5/2017,3,16.5,23.4,0,5,9.6,41,9,17,73,64,1018.8,1013.1,4,1,19.5,22.6,No,No,-33.8607,151.205
10/6/2017,3,18,22.1,0,6.6,4.7,39,24,19,66,46,1013.5,1015.8,6,3,18.9,20.3,No,No,-33.8607,151.205
10/7/2017,3,13.7,22,0,6.2,8.7,43,11,20,52,46,1023.4,1021.2,6,3,16.2,21.1,No,No,-33.8607,151.205
10/10/2017,3,16.1,21.3,0,8,4.7,39,9,19,62,59,1018.1,1016.5,7,5,19,20.5,No,No,-33.8607,151.205
10/13/2017,3,14.7,23.2,0,7.2,10.5,46,9,26,69,55,1019,1015.5,7,1,18.4,22.7,No,No,-33.8607,151.205
10/14/2017,3,17.1,22.3,0,7.6,0,54,28,26,63,61,1023.2,1023.1,8,7,18.7,18.2,No,No,-33.8607,151.205
10/15/2017,3,16,22.4,0,3.8,2.4,28,17,17,52,58,1024.9,1024.7,5,7,22.3,20.1,No,No,-33.8607,151.205
10/16/2017,3,15.9,23.3,0,5,10.4,30,13,20,55,50,1028,1026.7,5,1,22.4,22.3,No,No,-33.8607,151.205
10/17/2017,3,16.9,23.5,0,7.6,9.9,39,22,28,57,47,1028.3,1026.5,6,3,21.2,22.9,No,No,-33.8607,151.205
10/18/2017,3,18.8,23.2,0,9,10.4,50,20,28,64,56,1028.9,1026.1,5,5,20.9,22.5,No,No,-33.8607,151.205
10/19/2017,3,17.1,25.3,0,10,11.4,52,17,26,52,47,1025.2,1020,0,2,22.1,24.6,No,Yes,-33.8607,151.205
10/20/2017,3,19,19.6,7.8,9.2,0,56,2,22,87,85,1019.6,1020.8,8,8,19.6,15.3,Yes,Yes,-33.8607,151.205
10/21/2017,3,13,20,16.4,4.4,11.3,50,24,28,52,53,1021.9,1019.3,1,6,16.8,18.9,Yes,No,-33.8607,151.205
10/22/2017,3,13.4,21.7,0.2,4.8,5.5,30,9,17,75,60,1015.3,1013,6,6,16,18.7,No,Yes,-33.8607,151.205
10/23/2017,3,12.7,23,3.4,3.6,12.1,31,7,20,60,43,1018.1,1017.2,3,1,18,22.1,Yes,No,-33.8607,151.205
10/25/2017,3,18,26.9,0,8,5,59,9,19,67,56,1013.9,1008.5,8,5,21,23.3,No,No,-33.8607,151.205
10/26/2017,3,17.2,24.6,0.4,7,6.5,63,9,24,73,63,1007.6,1003.2,7,7,19.7,22.6,No,Yes,-33.8607,151.205
10/27/2017,3,14.8,24.2,34.2,7.2,3.9,61,28,20,85,65,1008.6,1009.9,6,7,18.1,22.3,Yes,No,-33.8607,151.205
10/28/2017,3,17.5,25.1,0.2,3.2,7.7,35,6,20,66,65,1011.5,1008.2,3,7,21.6,22.3,No,No,-33.8607,151.205
10/29/2017,3,20.2,29.6,0.2,4.6,10.6,39,11,19,49,35,1008.6,1005.1,2,3,24.4,27.7,No,No,-33.8607,151.205
10/30/2017,3,20.3,35.4,0,11.4,9.3,69,22,37,37,13,1003,998.3,1,5,28.5,34.9,No,No,-33.8607,151.205
10/31/2017,3,13,20.5,0,12,10.1,57,20,31,43,36,1014.7,1013,7,1,15.8,19.7,No,No,-33.8607,151.205
11/1/2017,3,13,22.2,0,9.6,4.2,54,17,20,39,32,1013.8,1010.4,7,7,15.4,21,No,No,-33.8607,151.205
11/2/2017,3,15.3,22.6,0,5.6,9.9,31,11,20,56,46,1014.2,1012.4,3,1,20.1,21.8,No,No,-33.8607,151.205
11/3/2017,3,16.9,26.9,0,6.6,5.9,57,11,20,58,48,1012,1008.3,7,6,20.6,25.7,No,Yes,-33.8607,151.205
11/4/2017,3,16.2,17.1,1.6,7.4,0,39,15,19,73,78,1017.6,1018.2,7,8,17,15.8,Yes,Yes,-33.8607,151.205
11/5/2017,3,14.1,19.5,31.8,2.6,0,39,24,15,85,59,1022.6,1020.9,8,8,14.9,17.7,Yes,Yes,-33.8607,151.205
11/6/2017,3,14.8,26.3,4.4,1.8,5.7,67,20,28,81,57,1008.7,1002.7,8,4,19.4,23.6,Yes,Yes,-33.8607,151.205
11/7/2017,3,13.8,21.8,5.6,8.8,11.3,54,20,35,40,40,1015.8,1016.2,2,1,18.9,20,Yes,No,-33.8607,151.205
11/8/2017,3,14.6,21.7,0,9.6,10,44,20,22,54,44,1025.7,1025.4,7,1,16.8,20.5,No,No,-33.8607,151.205
11/9/2017,3,12.3,22.1,0,6.8,11.6,28,11,20,52,50,1027.9,1025.7,2,1,17.9,21.2,No,No,-33.8607,151.205
11/10/2017,3,14.2,23.4,0,6.8,11.6,26,11,20,59,50,1028.8,1026.5,4,3,19.2,22.7,No,No,-33.8607,151.205
11/11/2017,3,14.7,23.7,0,7.4,8.6,33,9,22,58,56,1027.8,1024.9,3,5,19.9,20.9,No,No,-33.8607,151.205
11/12/2017,3,17.1,22.5,0,7.4,10.7,31,9,22,49,47,1026.4,1023.9,6,1,19.7,21.7,No,No,-33.8607,151.205
11/13/2017,3,17.5,22.3,0,6.4,9.1,33,11,24,48,42,1024.8,1022.7,4,2,19.1,21.2,No,No,-33.8607,151.205
11/14/2017,3,16,22.9,0,7.6,8.9,37,4,24,53,46,1023.7,1020.6,5,2,20,22.3,No,No,-33.8607,151.205
11/15/2017,3,16,24.4,0,7.6,12,54,13,24,53,57,1020.3,1017.1,1,1,22.6,23.4,No,No,-33.8607,151.205
11/16/2017,3,18.6,24.4,0,11,7.7,46,26,24,49,58,1016.8,1014.9,3,7,23.2,22.7,No,No,-33.8607,151.205
11/17/2017,3,19,24,0.4,8.2,6.5,50,24,28,61,56,1018,1016.5,7,7,22.4,22,No,No,-33.8607,151.205
11/18/2017,3,19.1,22.6,0.2,8.4,1.1,44,24,30,73,66,1019.7,1019.5,7,7,19.9,20.8,No,Yes,-33.8607,151.205
11/19/2017,3,17.4,23.6,2.4,5.6,9.7,35,13,20,52,51,1023.7,1023,6,4,22.3,23,Yes,Yes,-33.8607,151.205
11/21/2017,3,17.6,23.6,1.6,11.2,5.3,33,9,20,44,49,1024.7,1022.8,7,2,21.5,23.2,Yes,Yes,-33.8607,151.205
11/22/2017,3,17.4,24.4,7.8,4.6,7.4,31,9,19,84,54,1021.3,1018.6,7,3,18.3,23.6,Yes,No,-33.8607,151.205
11/23/2017,3,17.3,24.7,0,5.6,11.1,39,9,30,56,56,1017.9,1014.9,2,1,23.3,23.9,No,No,-33.8607,151.205
11/24/2017,3,18.2,25.9,0,10.8,9.3,41,6,26,59,54,1017.2,1015.2,1,3,23.4,24.5,No,No,-33.8607,151.205
11/25/2017,3,18.9,26.4,0,8,12.6,35,17,22,59,62,1018.7,1016.7,1,1,23.8,24.3,No,No,-33.8607,151.205
11/26/2017,3,19.3,26.8,0,8.4,10.1,48,13,28,65,64,1017.7,1015.1,5,2,24.4,24.8,No,No,-33.8607,151.205
11/27/2017,3,20.6,25.1,0,8.6,1.9,39,13,19,66,65,1015.9,1014.8,8,7,23.7,24.5,No,No,-33.8607,151.205
11/28/2017,3,19.3,27.7,0,5.8,11.1,35,11,24,64,59,1018.8,1018,4,5,25.1,26.9,No,No,-33.8607,151.205
11/30/2017,3,20.2,26.7,1.8,10.8,10.9,48,13,28,66,62,1018.4,1015.8,6,2,24.4,25.9,Yes,No,-33.8607,151.205
12/1/2017,3,20.1,27.5,0.2,8.6,11.3,59,17,31,62,57,1015.4,1011,1,5,25.4,26.6,No,No,-33.8607,151.205
12/2/2017,3,19.7,26.8,0,11,1.3,72,17,17,72,62,1006.4,1003.1,7,8,22.9,24.6,No,Yes,-33.8607,151.205
12/3/2017,3,16.9,29.2,10.8,0.6,13.5,37,20,24,45,50,1006.2,1005.3,1,3,22.1,23.7,Yes,Yes,-33.8607,151.205
12/4/2017,3,16.1,18.6,3,10,0.4,52,24,22,79,81,1011.4,1010.1,7,8,16.8,17.1,Yes,Yes,-33.8607,151.205
12/5/2017,3,16,25.3,7.6,0.6,5.9,63,19,33,71,54,1007.6,1004.6,7,2,18.4,23.8,Yes,No,-33.8607,151.205
12/6/2017,3,18.2,26,0.2,10.2,5.7,44,17,13,59,68,1003.2,1001.7,7,7,19.8,19.3,No,Yes,-33.8607,151.205
12/7/2017,3,17.5,31.3,5.8,6.4,12.6,43,13,11,39,32,1006.4,1004.3,1,5,25.2,28.3,Yes,No,-33.8607,151.205
12/8/2017,3,21.4,27.7,0,12.8,8.9,50,6,31,44,52,1009.1,1010.7,5,6,22.8,23.7,No,No,-33.8607,151.205
12/9/2017,3,18.1,24.1,0,8,7.9,35,13,19,52,46,1019.9,1018.8,7,4,21.4,22.6,No,No,-33.8607,151.205
12/10/2017,3,17.3,24.8,0,7.4,12.7,39,9,26,54,50,1023,1020.7,3,1,23,24.2,No,No,-33.8607,151.205
12/11/2017,3,18,26.5,0,10.4,13.1,43,6,33,49,47,1020.5,1017,1,2,24,25.8,No,No,-33.8607,151.205
12/12/2017,3,20.3,27,0,10.2,12.2,41,19,31,56,57,1019.3,1015.9,5,1,25.2,25.2,No,No,-33.8607,151.205
12/13/2017,3,19.3,28,0,10,13,56,7,13,59,52,1014.4,1010.3,1,1,24.7,28,No,No,-33.8607,151.205
12/14/2017,3,20.9,30.8,0,9.2,11.6,59,11,19,54,43,1008.3,1005.1,1,2,27.3,29.9,No,No,-33.8607,151.205
12/15/2017,3,20.7,26.6,0.2,13.4,0.1,54,24,7,73,61,1013.1,1012.1,8,7,21.9,26.3,No,Yes,-33.8607,151.205
12/16/2017,3,21.4,28.5,1.4,2.6,11.6,48,7,22,67,61,1014.2,1011.6,3,2,25.3,25.9,Yes,No,-33.8607,151.205
12/17/2017,3,21.9,26.8,0.6,10,1.1,39,15,20,82,71,1015.7,1015.1,7,7,23.1,24.5,No,No,-33.8607,151.205
12/18/2017,3,21.1,27.6,0.2,3.2,5.8,33,7,22,69,64,1013.4,1009.4,4,7,24.8,25.6,No,No,-33.8607,151.205
12/19/2017,3,22.3,35.3,0,6.4,5.2,57,6,35,69,50,1009.4,1003.7,7,7,25.4,30.1,No,No,-33.8607,151.205
12/20/2017,3,25.2,38.3,0,11.4,8.6,78,9,26,32,60,1005,1006.3,5,6,35.3,27.1,No,Yes,-33.8607,151.205
12/22/2017,3,21.2,26.1,0.2,13.6,7.9,35,15,20,63,59,1016.4,1014.8,7,2,23.9,25,No,No,-33.8607,151.205
12/23/2017,3,20.1,28.3,0,7.6,12.3,41,9,17,61,56,1013,1008.8,1,2,24.8,26.7,No,No,-33.8607,151.205
12/24/2017,3,21,37.7,0,10,7.6,50,9,19,53,52,1007.2,1005.1,3,7,28.3,28.4,No,Yes,-33.8607,151.205
12/25/2017,3,18.5,21.7,1.2,10,0.2,46,19,26,64,62,1015.5,1016.2,8,8,20,21,Yes,No,-33.8607,151.205
12/26/2017,3,19.5,23.8,0,5.2,0,43,20,17,54,54,1019.4,1018.6,7,7,21.3,22.6,No,Yes,-33.8607,151.205
12/27/2017,3,18.8,26.2,3,4.6,10.9,43,19,28,60,62,1019,1017,6,6,23.7,24.9,Yes,No,-33.8607,151.205
12/28/2017,3,19.2,27.4,0,9.8,10.8,44,13,26,59,57,1017.1,1013.6,5,7,25,26.2,No,No,-33.8607,151.205
12/29/2017,3,21.3,28.8,0,8.2,8.4,33,11,19,72,58,1012.5,1008.6,5,6,25.6,28.3,No,Yes,-33.8607,151.205
12/30/2017,3,22.4,36.2,3.8,8.4,8,44,4,20,82,27,1005,1001.7,8,3,23.6,34.8,Yes,Yes,-33.8607,151.205
1/10/2018,3,18.6,24.9,5.8,8,4.1,44,17,19,65,52,1019.2,1018.6,8,7,20.7,23.5,Yes,No,-33.8607,151.205
1/12/2018,3,21.6,27.2,2.8,4.2,6.6,44,11,24,78,70,1013.6,1009,7,1,23.7,26,Yes,No,-33.8607,151.205
1/13/2018,3,23.2,34.3,0.2,6.8,4.7,69,15,30,72,36,1001.6,1000.3,7,5,25.9,31.1,No,Yes,-33.8607,151.205
1/14/2018,3,14.8,24.5,1.8,8.6,10.3,72,24,41,54,35,1007.1,1010.1,5,2,17.7,23.4,Yes,No,-33.8607,151.205
1/15/2018,3,16.3,26.5,0.2,11,7.8,61,20,30,50,41,1015,1013.6,2,3,18.8,25.3,No,No,-33.8607,151.205
1/17/2018,3,17.3,25.8,0,7.2,12.6,46,22,20,47,36,1019.6,1018.4,1,1,21.3,24.8,No,No,-33.8607,151.205
1/18/2018,3,15.7,26.2,0,9,12.7,35,9,20,58,46,1020,1016.7,3,1,20,23.9,No,No,-33.8607,151.205
1/19/2018,3,16.9,28.3,0,8,13.3,31,6,20,54,36,1015.9,1013.6,0,0,22.8,27.8,No,No,-33.8607,151.205
1/20/2018,3,17.4,30.4,0,11,13.1,37,9,22,56,49,1015.6,1013.2,0,2,23.3,26.1,No,No,-33.8607,151.205
1/21/2018,3,19.5,27.3,0,12,12.3,52,13,28,63,57,1014.2,1011.5,1,1,24.7,26.4,No,No,-33.8607,151.205
1/23/2018,3,22.7,26.8,0,9.8,1.7,43,13,15,71,76,1011.5,1011.5,7,7,24.9,23.9,No,No,-33.8607,151.205
1/24/2018,3,21.8,28,0.4,4.2,8.3,46,4,22,69,63,1011.8,1009.4,3,6,25.2,27.7,No,No,-33.8607,151.205
1/25/2018,3,22.5,27.1,0,10.2,1.6,37,7,24,78,76,1012.4,1010.5,7,7,23.7,25.2,No,No,-33.8607,151.205
1/26/2018,3,23.5,27.4,0,3.6,1.1,39,7,22,85,74,1012.8,1010.9,8,7,23.8,26.1,No,No,-33.8607,151.205
1/27/2018,3,23.8,27.9,0,5.6,9.1,41,24,26,82,72,1013.6,1011.7,7,7,24.8,26.5,No,No,-33.8607,151.205
1/28/2018,3,24,27,0,8,5.6,43,22,30,80,71,1014.9,1013.1,7,6,25,25.8,No,No,-33.8607,151.205
1/29/2018,3,23.3,28.6,0,7,11.2,41,11,28,66,58,1014.4,1011.1,5,2,26.6,28.1,No,No,-33.8607,151.205
1/30/2018,3,21.4,28.7,0,11,11.1,48,11,22,63,58,1008.2,1003.1,1,6,26.1,27.7,No,Yes,-33.8607,151.205
1/31/2018,3,18,22,2.2,10.8,0,59,24,28,73,54,1008.2,1008.7,8,8,19,21.2,Yes,No,-33.8607,151.205
2/1/2018,3,16.9,24.6,0,6.4,8.1,48,19,22,51,40,1015.2,1014.7,5,6,19.3,23.9,No,Yes,-33.8607,151.205
2/2/2018,3,15.9,24.4,2,7.4,3.6,44,9,30,75,54,1017.7,1016.9,7,7,18.3,22.4,Yes,Yes,-33.8607,151.205
2/3/2018,3,16.6,26,27.2,6.4,6.1,56,13,26,87,48,1020.3,1020,7,7,18.5,24.5,Yes,Yes,-33.8607,151.205
2/4/2018,3,16.6,26.1,1.8,8.2,11.5,39,13,22,72,47,1023.2,1022.1,7,2,20.5,25.7,Yes,No,-33.8607,151.205
2/5/2018,3,16.9,25.9,0,5.6,11.6,37,13,20,62,47,1021.5,1018.9,1,4,21.7,24.7,No,No,-33.8607,151.205
2/6/2018,3,18.7,27,0,8.6,10.4,35,9,26,67,46,1020.7,1019.6,6,1,21.9,25.7,No,No,-33.8607,151.205
2/7/2018,3,19.8,27.2,0,8,11.8,44,9,30,58,51,1021.9,1020.1,2,2,23.8,26.2,No,No,-33.8607,151.205
2/8/2018,3,18.9,28.6,0,11.4,11.9,54,15,28,53,46,1020.5,1015.7,1,3,24,27.9,No,No,-33.8607,151.205
2/9/2018,3,21.6,30.4,0,9.8,4.8,57,2,22,61,57,1014.2,1010.9,6,7,24.8,28.4,No,Yes,-33.8607,151.205
2/10/2018,3,21.8,28.2,4.6,5.8,11.3,46,13,17,76,59,1011.8,1007.3,5,1,24.6,27.2,Yes,Yes,-33.8607,151.205
2/11/2018,3,21.5,29.6,2.4,8.6,5.3,57,15,39,60,57,1003.9,1004.1,6,5,24.2,25.8,Yes,No,-33.8607,151.205
2/12/2018,3,21.7,27.6,0,7.6,9.1,39,6,30,65,60,1008.2,1006.4,4,6,24,26.4,No,No,-33.8607,151.205
2/13/2018,3,23.5,28.4,0,7.2,9.8,39,11,26,73,58,1012,1010.4,6,4,24.2,27.6,No,No,-33.8607,151.205
2/14/2018,3,23.1,34.5,0,7,9.4,76,7,20,77,52,1008.8,1004.3,8,0,24.7,30.5,No,No,-33.8607,151.205
2/15/2018,3,21.3,27,0,12,8.9,50,7,31,51,55,1015.8,1010.7,4,1,24.6,26.8,No,No,-33.8607,151.205
2/16/2018,3,19.9,30.7,0,8.2,9.9,41,7,22,70,46,1010.5,1010.2,3,3,23.4,27,No,No,-33.8607,151.205
2/17/2018,3,22.4,26.9,0,9.4,11.1,50,17,26,56,51,1015.5,1012.6,4,1,24.5,25.7,No,No,-33.8607,151.205
2/18/2018,3,22.2,28.2,0,9.6,10.2,50,6,33,71,65,1013.1,1010.4,7,3,24.9,26.4,No,No,-33.8607,151.205
2/19/2018,3,23.7,29.5,0,8.8,4.7,41,17,24,63,52,1012.1,1011.8,5,5,26.6,28.1,No,Yes,-33.8607,151.205
2/21/2018,3,18.1,25,0,7,4.1,28,13,17,70,46,1019.8,1017.3,7,7,19,24.3,No,No,-33.8607,151.205
2/24/2018,3,21.4,31,0,11.6,8.3,54,4,19,66,52,1010.5,1005.7,7,7,24.9,29,No,No,-33.8607,151.205
2/25/2018,3,22,22.1,0,6.6,0,54,31,28,78,78,1006.8,1008.1,7,8,22,19.9,No,Yes,-33.8607,151.205
2/26/2018,3,17,23.6,69.4,6.8,1.5,56,19,31,86,56,1013.1,1013.6,8,7,17.3,22.8,Yes,Yes,-33.8607,151.205
2/27/2018,3,16.7,26.1,3.4,4.6,9.1,33,15,20,69,46,1018.6,1016.9,5,4,19.8,24,Yes,No,-33.8607,151.205
2/28/2018,3,16.4,26.6,0.2,6.2,12,31,17,20,53,55,1014,1008.1,1,2,22,25.8,No,No,-33.8607,151.205
3/1/2018,3,21.1,26.3,0,7.2,9.1,54,24,28,59,55,1011.5,1012.2,2,5,23.2,24.1,No,No,-33.8607,151.205
3/2/2018,3,19.2,26.5,0,9.4,7.4,30,9,19,71,58,1014.8,1012.8,7,2,20.7,25.4,No,No,-33.8607,151.205
3/3/2018,3,19.5,27.3,0,4.4,10.1,37,9,26,68,60,1011.8,1008.6,3,2,22.8,26.6,No,No,-33.8607,151.205
3/4/2018,3,21.6,24.9,0,7,3.6,61,24,30,80,65,1011.1,1011.7,5,7,23.2,24,No,No,-33.8607,151.205
3/7/2018,3,19.6,24.9,1.8,7.8,9.1,41,22,22,45,46,1026.4,1025.5,2,5,23.2,24.1,Yes,No,-33.8607,151.205
3/10/2018,3,19.8,26.5,0.2,5.6,6.2,31,17,20,71,45,1027.2,1025.8,7,5,21.5,24.9,No,No,-33.8607,151.205
